site_id,time,rh
584987,2023-08-28 22:50:00,68.66666666666667
584987,2023-08-28 23:00:00,66.0
584987,2023-08-28 23:10:00,63.5
584987,2023-08-28 23:20:00,61.0
584987,2023-08-28 23:30:00,58.5
584987,2023-08-28 23:40:00,56.0
584987,2023-08-28 23:50:00,53.5
584987,2023-08-29 00:00:00,51.0
584987,2023-08-29 00:10:00,48.833333333333336
584987,2023-08-29 00:20:00,46.666666666666664
584987,2023-08-29 00:30:00,44.5
584987,2023-08-29 00:40:00,42.333333333333336
584987,2023-08-29 00:50:00,40.166666666666664
584987,2023-08-29 01:00:00,38.0
584987,2023-08-29 01:10:00,36.166666666666664
584987,2023-08-29 01:20:00,34.333333333333336
584987,2023-08-29 01:30:00,32.5
584987,2023-08-29 01:40:00,30.666666666666664
584987,2023-08-29 01:50:00,28.833333333333336
584987,2023-08-29 02:00:00,27.0
584987,2023-08-29 02:10:00,26.333333333333332
584987,2023-08-29 02:20:00,25.666666666666668
584987,2023-08-29 02:30:00,25.0
584987,2023-08-29 02:40:00,24.333333333333332
584987,2023-08-29 02:50:00,23.666666666666668
584987,2023-08-29 03:00:00,23.0
584987,2023-08-29 03:10:00,22.833333333333332
584987,2023-08-29 03:20:00,22.666666666666668
584987,2023-08-29 03:30:00,22.5
584987,2023-08-29 03:40:00,22.333333333333332
584987,2023-08-29 03:50:00,22.166666666666668
584987,2023-08-29 04:00:00,22.0
584987,2023-08-29 04:10:00,22.666666666666668
584987,2023-08-29 04:20:00,23.333333333333332
584987,2023-08-29 04:30:00,24.0
584987,2023-08-29 04:40:00,24.666666666666668
584987,2023-08-29 04:50:00,25.333333333333332
584987,2023-08-29 05:00:00,26.0
584987,2023-08-29 05:10:00,26.666666666666668
584987,2023-08-29 05:20:00,27.333333333333332
584987,2023-08-29 05:30:00,28.0
584987,2023-08-29 05:40:00,28.666666666666668
584987,2023-08-29 05:50:00,29.333333333333332
584987,2023-08-29 06:00:00,30.0
584987,2023-08-29 06:10:00,30.833333333333332
584987,2023-08-29 06:20:00,31.666666666666668
584987,2023-08-29 06:30:00,32.5
584987,2023-08-29 06:40:00,33.333333333333336
584987,2023-08-29 06:50:00,34.166666666666664
584987,2023-08-29 07:00:00,35.0
584987,2023-08-29 07:10:00,36.0
584987,2023-08-29 07:20:00,37.0
584987,2023-08-29 07:30:00,38.0
584987,2023-08-29 07:40:00,39.0
584987,2023-08-29 07:50:00,40.0
584987,2023-08-29 08:00:00,41.0
584987,2023-08-29 08:10:00,42.0
584987,2023-08-29 08:20:00,43.0
584987,2023-08-29 08:30:00,44.0
584987,2023-08-29 08:40:00,45.0
584987,2023-08-29 08:50:00,46.0
584987,2023-08-29 09:00:00,47.0
584987,2023-08-29 09:10:00,48.0
584987,2023-08-29 09:20:00,49.0
584987,2023-08-29 09:30:00,50.0
584987,2023-08-29 09:40:00,51.0
584987,2023-08-29 09:50:00,52.0
584987,2023-08-29 10:00:00,53.0
584987,2023-08-29 10:10:00,54.166666666666664
584987,2023-08-29 10:20:00,55.333333333333336
584987,2023-08-29 10:30:00,56.5
584987,2023-08-29 10:40:00,57.666666666666664
584987,2023-08-29 10:50:00,58.833333333333336
584987,2023-08-29 11:00:00,60.0
584987,2023-08-29 11:10:00,60.833333333333336
584987,2023-08-29 11:20:00,61.666666666666664
584987,2023-08-29 11:30:00,62.5
584987,2023-08-29 11:40:00,63.333333333333336
584987,2023-08-29 11:50:00,64.16666666666667
584987,2023-08-29 12:00:00,65.0
584987,2023-08-29 12:10:00,65.83333333333333
584987,2023-08-29 12:20:00,66.66666666666667
584987,2023-08-29 12:30:00,67.5
584987,2023-08-29 12:40:00,68.33333333333333
584987,2023-08-29 12:50:00,69.16666666666667
584987,2023-08-29 13:00:00,70.0
